Headline,Link,Model_Category,Sentiment,Model_Summary,Time (s),Classified
"Airlines face $11 billion supply chain hit in 2025, IATA says",https://finance.yahoo.com/news/airlines-face-11-billion-supply-101242664.html,Business,Negative,[2025-10-13] The International Air Transport Association (IATA) reports airlines are projected to face an $11 billion supply chain disruption in 2025. This significant financial impact highlights ongoing challenges in the aviation industry.,1.34,True
JPMorgan unveils $1.5 trillion plan to boost investments in US strategic industries,https://finance.yahoo.com/news/jpmorgan-unveils-1-5-trillion-100257546.html,Business,Positive,[2025-10-13] JPMorgan Chase announced a $1.5 trillion plan to increase investments in key US industries. This initiative aims to support growth and innovation within the country.,1.17,True
Best HELOC lenders this month,https://finance.yahoo.com/personal-finance/mortgages/article/best-heloc-lenders-223619700.html,Business,Neutral,[2025-10-13] This article reviews and ranks the best Home Equity Line of Credit (HELOC) lenders currently available. It aims to help consumers find suitable options for accessing home equity.,1.19,True
"Best high-yield savings interest rates today, October 13, 2025 (Earn up to 4.31% APY)",https://finance.yahoo.com/personal-finance/article/best-high-yield-savings-interest-rates-today-monday-october-13-2025-100056727.html,Business,Neutral,"[2025-10-13] This article discusses current high-yield savings interest rates, specifically noting rates up to 4.31% APY as of October 13, 2025. It provides information for those seeking to maximize savings interest.",1.42,True
Apple in talks to acquire Prompt AI talent and tech,https://finance.yahoo.com/news/apple-talks-acquire-prompt-ai-105533995.html,Business,Neutral,[2025-10-13] Apple is reportedly in discussions to acquire the talent and technology of Prompt AI. This move suggests Apple is bolstering its artificial intelligence capabilities.,1.08,True
"Best money market account rates today, October 13, 2025 (Earn up to 4.4% APY)",https://finance.yahoo.com/personal-finance/banking/article/best-money-market-account-rates-today-monday-october-13-2025-100056429.html,Business,Neutral,"[2025-10-13] This article reports on current money market account rates, highlighting the potential to earn up to 4.4% APY. It provides financial information for consumers looking for investment options.",1.25,True
"Mortgage and refinance interest rates today for October 13, 2025: Rates are holding steady",https://finance.yahoo.com/personal-finance/mortgages/article/mortgage-refinance-interest-rates-today-monday-october-13-2025-100054094.html,Business,Neutral,"[2025-10-13] Mortgage and refinance interest rates remain unchanged as of October 13, 2025. The rates are currently holding steady.",1.11,True
"Best CD rates today, October 13, 2025 (Lock in up to 4.4% APY)",https://finance.yahoo.com/personal-finance/banking/article/best-cd-rates-today-monday-october-13-2025-100042742.html,Business,Neutral,"[2025-10-13] This article discusses current certificate of deposit (CD) rates, specifically highlighting rates up to 4.4% APY as of October 13, 2025. It provides information for those seeking to invest in CDs.",1.42,True
"HELOC rates today, October 13, 2025: Rates have steadily decreased throughout the year",https://finance.yahoo.com/personal-finance/mortgages/article/heloc-rates-today-monday-october-13-2025-100007162.html,Business,Positive,[2025-10-13] Home Equity Line of Credit (HELOC) rates have been decreasing consistently this year. This indicates a potentially more favorable borrowing environment for homeowners.,1.12,True
J&J in talks to acquire Protagonist Therapeutics,https://finance.yahoo.com/news/j-j-talks-acquire-protagonist-104635759.html,Business,Neutral,[2025-10-13] Johnson & Johnson is reportedly in discussions to acquire Protagonist Therapeutics. The potential acquisition signals ongoing activity in the pharmaceutical industry.,1.05,True
JPMorgan to Invest $10 Billion in U.S. Companies Critical to National Security,https://www.wsj.com/business/jpmorgan-to-invest-10-billion-in-u-s-companies-critical-to-national-security-4167e52b?siteid=yhoof2&yptr=yahoo,Business,Positive,[2025-10-13] JPMorgan Chase announced a $10 billion investment initiative focused on U.S. companies vital to national security. This move is expected to bolster domestic industries and strengthen the nation's strategic capabilities.,1.3,True
"Silver Soars to New Highs Driven by Gold’s Rally, Liquidity Squeeze",https://www.wsj.com/finance/commodities-futures/silver-soars-to-new-highs-driven-by-golds-rally-liquidity-squeeze-ebb39595?siteid=yhoof2&yptr=yahoo,Business,Positive,"[2025-10-13] Silver prices have reached a new high, boosted by a rally in gold and a current liquidity squeeze. This marks a significant increase in the precious metal's value.",1.19,True
"If Trouble Is Brewing for Banks, Here's Where to Spot It",https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-10-13-2025/card/if-trouble-is-brewing-for-banks-here-s-where-to-spot-it-OCbYwqAYhYAzkITEKS2X?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-13] The article discusses identifying potential risks and warning signs for banks. It aims to help readers understand where to look for indicators of trouble within the banking sector.,1.15,True
"China Resources Beer appoints new president, CFO",https://finance.yahoo.com/news/china-resources-beer-appoints-president-104330478.html,Business,Neutral,[2025-10-13] China Resources Beer announced the appointments of a new president and CFO. This signals a change in leadership for the company.,1.03,True
China's stocks pare losses after early sell-off on fresh US trade war salvo,https://finance.yahoo.com/news/chinas-stocks-pare-losses-early-094455707.html,Business,Neutral,"[2025-10-13] Chinese stocks experienced an initial sell-off due to renewed trade tensions with the US. However, the losses were later partially recovered.",1.08,True
"Stocks to Watch Monday: AMD, Nvidia, Warner Bros, Alibaba",https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-10-13-2025/card/stocks-to-watch-monday-mp-materials-amd-nvidia-alibaba-fkoRSjTapPBGbJwT3VAG?siteid=yhoof2&yptr=yahoo,Business,Neutral,"[2025-10-13] This article highlights specific stocks – AMD, Nvidia, Warner Bros, and Alibaba – to watch on Monday. It provides a brief overview without expressing a particular market opinion.",1.2,True
Why Biotech’s Rally Can Last This Time,https://www.wsj.com/finance/stocks/why-biotechs-rally-can-last-this-time-b2845aa3?siteid=yhoof2&yptr=yahoo,Business,Positive,[2025-10-13] This article discusses the recent rally in the biotechnology sector and explores the reasons why it might be sustainable. It suggests factors that could support continued growth in the industry.,1.18,True
Li Auto CEO tops Hong Kong's highest-paid directors list for 2024: Webb-site,https://finance.yahoo.com/news/li-auto-ceo-tops-hong-093000459.html,Business,Neutral,"[2025-10-13] Li Auto's CEO has been recognized as the highest-paid director in Hong Kong for 2024, according to a recent report. The information was published on a website.",1.27,True
"‘I’m stumped’: I put $3,000 on my credit card during a vacation and my credit score plunged. Why is it so volatile?",https://finance.yahoo.com/news/m-stumped-put-3-000-164700862.html,Business,Negative,"[2025-10-13] A vacation spending spree of $3,000 on a credit card significantly lowered one person's credit score, prompting confusion about credit score volatility. The article explores the unexpected impact of such spending on credit scores.",1.37,True
The Former Banker Betting on Unprofitable Business of Flood Insurance,https://www.wsj.com/finance/the-former-banker-betting-on-unprofitable-business-of-flood-insurance-4ecfa1b0?siteid=yhoof2&yptr=yahoo,Business,Neutral,"[2025-10-13] A former banker is investing in the flood insurance market, which is often considered unprofitable. This move highlights a potential shift in investment strategies despite the inherent risks.",1.16,True
AI Is Juicing the Economy. Is It Making American Workers More Productive?,https://www.wsj.com/tech/ai/ai-worker-productivity-economy-77498195?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-13] This article examines the impact of artificial intelligence on the American economy and its potential to increase worker productivity. It raises the question of whether AI is truly boosting output or having other effects.,1.24,True
Furloughed Federal Workers Turn to Side Hustles to Survive Shutdown,https://www.wsj.com/lifestyle/careers/federal-worker-side-hustles-government-shutdown-bd55612c?siteid=yhoof2&yptr=yahoo,Business,Negative,[2025-10-13] A federal government shutdown has forced furloughed workers to seek alternative income through side hustles. This situation highlights the financial hardship faced by those impacted by the government's inaction.,1.22,True
Mainland Chinese financial firms seeking strategic Hong Kong headquarters on the rise: Citigroup,https://finance.yahoo.com/news/mainland-chinese-financial-firms-seeking-093000573.html,Business,Neutral,[2025-10-13] A Citigroup report indicates an increasing number of mainland Chinese financial firms are looking to establish strategic headquarters in Hong Kong. This trend suggests growing interest in Hong Kong's financial infrastructure.,1.24,True
"In Today's Market, Should You Invest in Cryptocurrency or Stocks?",https://finance.yahoo.com/news/todays-market-invest-cryptocurrency-stocks-103000831.html,Business,Neutral,[2025-10-13] The article discusses a comparison between investing in cryptocurrency and stocks within the current market conditions. It aims to provide guidance on which asset class might be more suitable for investors.,1.19,True
"Bitcoin, Ethereum, XRP Jump After Crypto Crash. What’s Fueling the Rebound.",https://www.barrons.com/articles/bitcoin-ethereum-xrp-jump-crypto-crash-trump-china-55a8aceb?siteid=yhoof2&yptr=yahoo,Business,Positive,"[2025-10-13] Bitcoin, Ethereum, and XRP have seen a rebound after a recent market crash. The article explores the factors contributing to this recovery in the cryptocurrency market.",1.14,True
'Companies keep crushing their earnings': Why Wall Street expects AI to power stocks higher,https://finance.yahoo.com/news/companies-keep-crushing-their-earnings-why-wall-street-expects-ai-to-power-stocks-higher-140054799.html,Business,Positive,"[2025-10-13] Wall Street anticipates continued stock market growth driven by the increasing impact of artificial intelligence. Companies are exceeding earnings expectations, further fueling this optimistic outlook.",1.12,True
Almost half of Americans ‘aren’t ready to retire’ — why planning for retirement is crucial for your golden years,https://finance.yahoo.com/news/almost-half-americans-aren-t-091900629.html,Business,Neutral,[2025-10-13] A recent study reveals that nearly half of Americans feel unprepared for retirement. The article emphasizes the importance of retirement planning for a secure financial future.,1.13,True
Oil Rises as Investors Focus on U.S.-China Trade Tensions,https://www.barrons.com/livecoverage/stock-market-news-today-101325/card/oil-rises-as-investors-focus-on-u-s-china-trade-tensions-1KnXbYjf0g9vmnwTdkIa?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-13] Oil prices increased due to concerns surrounding escalating trade tensions between the United States and China. Investors are reacting to the potential economic impact of these tensions.,1.17,True
2 Must-Have Stocks to Buy and Hold Forever,https://finance.yahoo.com/news/2-must-stocks-buy-hold-103000584.html,Business,Positive,[2025-10-13] This article highlights two stocks recommended for long-term investment. It suggests these stocks are strong choices for investors seeking to build wealth over time.,1.16,True
Tata Capital Makes Modest Debut After $1.75 Billion IPO,https://www.wsj.com/finance/stocks/tata-capital-makes-modest-debut-after-1-75-billion-ipo-e6ae955f?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-13] Tata Capital recently made a modest debut in the market following a $1.75 billion IPO. The article reports on the initial performance of the offering.,1.18,True
Stock Futures Rally as Trump's China Comments Allay Market Fears,https://www.barrons.com/livecoverage/stock-market-news-today-101325/card/stock-futures-rally-as-trump-china-comments-soothe-investors-Jk2uctOg7DHWk8xdNBxV?siteid=yhoof2&yptr=yahoo,Business,Positive,[2025-10-13] Stock futures are rising following comments from Donald Trump that eased investor concerns about trade relations with China. The remarks helped to stabilize markets and spurred a rally.,1.19,True
"Nvidia, Other Chip Stocks Rise Premarket After Trump's More Conciliatory Tone on China",https://www.barrons.com/livecoverage/stock-market-news-today-101325/card/nvidia-other-chip-stocks-rise-premarket-after-trump-s-more-conciliatory-tone-on-china-Hd7XIuilPzbO4KlZrPbm?siteid=yhoof2&yptr=yahoo,Business,Positive,[2025-10-13] Nvidia and other chip stocks are experiencing a premarket rise following a more conciliatory tone from Donald Trump regarding China. This indicates investor optimism about potential easing of trade tensions.,1.24,True
Ming Yang to Invest £1.5 Billion in the UK’s First Offshore Wind Factory,https://finance.yahoo.com/news/ming-yang-invest-1-5-084922550.html,Business,Positive,"[2025-10-13] Ming Yang, a Chinese wind turbine manufacturer, is investing £1.5 billion to build the UK's first offshore wind turbine factory. This investment signifies a major boost for the UK's renewable energy sector and creates new jobs.",1.47,True
Seafood group Milarex sold to Norwegian investor Pangea,https://finance.yahoo.com/news/seafood-group-milarex-sold-norwegian-102207078.html,Business,Neutral,"[2025-10-13] Seafood group Milarex has been acquired by Norwegian investor Pangea. The sale was announced on October 13, 2025.",1.23,True
Private-Equity Deals Are on Pace for Bumper Year,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-10-13-2025/card/private-equity-deals-are-on-pace-for-bumper-year-lFESSxVbNFjFD71FdXaS?siteid=yhoof2&yptr=yahoo,Business,Positive,[2025-10-13] Private equity deals are expected to reach a record high this year. This indicates a strong and active market for investment and acquisitions.,1.14,True
"Best CD rates today, October 12, 2025 (lock in up to 4.1% APY)",https://finance.yahoo.com/personal-finance/banking/article/best-cd-rates-today-sunday-october-12-2025-100000826.html,Business,Neutral,"[2025-10-13] This article discusses current CD rates, highlighting an available Annual Percentage Yield (APY) of up to 4.1%. It aims to inform readers about opportunities to maximize savings through certificate of deposit accounts.",1.38,True
"Mortgage and refinance interest rates today, October 12, 2025: Best week of the year to buy a house",https://finance.yahoo.com/personal-finance/mortgages/article/mortgage-refinance-rates-today-sunday-october-12-2025-100044839.html,Business,Positive,"[2025-10-13] Mortgage and refinance rates have reached their lowest point this year, making it a favorable time for potential homebuyers. Experts are advising those looking to purchase property to take advantage of these conditions.",1.34,True
"Best money market account rates today, October 12, 2025 (best account provides 4.4% APY)",https://finance.yahoo.com/personal-finance/banking/article/best-money-market-account-rates-today-sunday-october-12-2025-100010959.html,Business,Neutral,"[2025-10-13] This article highlights the current best money market account rates, reporting a top rate of 4.4% APY as of October 12, 2025. It provides information for consumers seeking high-yield savings options.",1.5,True
Economic Overview,,Overview,N/A,"The current economic situation appears complex and characterized by a slow recovery amidst cyclical trends. While major Wall Street banks are reporting strong earnings and some sectors like semiconductors (driven by AI) and biotechnology are showing growth, the ongoing government shutdown and renewed trade tensions with China are contributing to market instability and impacting certain industries like aviation and creating hardship for furloughed workers. There are mixed signals, with Trump’s comments easing trade concerns and boosting stock futures and chip stocks, but also contributing to high gold and silver prices and impacting oil prices. Unemployment trends are not explicitly mentioned, but the government shutdown clearly indicates financial stress for some workers. Overall, the outlook is cautiously optimistic, driven by AI and potential easing of trade tensions, but still subject to significant risks and uncertainties.",0.0,True
